BADGEID,COMPANY,JOBTITLE,COUNTRY,BUSINESS_FOCUS,RESPONSIBILITY,FUNCTION,INSTITUTION_TYPE,AGE_RANGE,TICKETDETAILS,SESSIONGROUP,SESSIONNAME,SESSIONDATE,SESSIONTIME,ATTEND_TIME,ATTEND_DAY,ROOM,ROOMCODE,STREAM
8804869,THE CITY BANK LIMITED,Chief Financial Officer,Bangladesh,Trade Services,Financial Operations,Board Member / CEO / CFO,Commercial Bank,41 to 50,Week-long Participant Pass with lunch,NORMAL,"SWIFT for Corporates – Defining win-win strategies in multi-banking treasury management
",10/15/15,13:30,13:36:49,15-Oct-15,SWIFT Auditorium,SA,Corporate Forum
8839549,KASIKORNBANK PUBLIC COMPANY LIMITED,First Vice President,Thailand,Cash Management,Product Management,Vice President/ Functional Head,Commercial Bank,Prefer not to answer,Week-long Participant Pass without lunch,COMMUNITY,The Lifecycle of Payments ,10/15/15,9:00,9:23:25,15-Oct-15,Conference room 4,CR4,Community
8839549,KASIKORNBANK PUBLIC COMPANY LIMITED,First Vice President,Thailand,Cash Management,Product Management,Vice President/ Functional Head,Commercial Bank,Prefer not to answer,Week-long Participant Pass without lunch,NORMAL,Thinking machines and jobs: How banks can respond to the opportunity,10/15/15,12:45,13:16:18,15-Oct-15,Innotribe,INN,Innotribe
8839549,KASIKORNBANK PUBLIC COMPANY LIMITED,First Vice President,Thailand,Cash Management,Product Management,Vice President/ Functional Head,Commercial Bank,Prefer not to answer,Week-long Participant Pass without lunch,NORMAL,Intraday liquidity reporting: How has the industry progressed?,10/15/15,10:15,10:01:11,15-Oct-15,Conference room 3,CR3,Payments
8673838,Bolero International Ltd,Director Financial Institutions,United Kingdom,Trade Services,Business Development/Strategy,Relationship Manager,Software Vendor / Consultancy,51 to 60,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:43:03,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8673838,Bolero International Ltd,Director Financial Institutions,United Kingdom,Trade Services,Business Development/Strategy,Relationship Manager,Software Vendor / Consultancy,51 to 60,Week-long Participant Pass without lunch,NORMAL,Bank readiness in trade finance: The voice of the corporate and banking community,10/15/15,14:00,13:57:37,15-Oct-15,Conference room 5,CR5,Corporate Forum
8673838,Bolero International Ltd,Director Financial Institutions,United Kingdom,Trade Services,Business Development/Strategy,Relationship Manager,Software Vendor / Consultancy,51 to 60,Week-long Participant Pass without lunch,NORMAL,Corporate Forum Opening Address Day 2: Designing the industry’s digital trade agenda,10/15/15,8:30,8:27:06,15-Oct-15,Conference room 1,CR1,Corporate Forum
8673838,Bolero International Ltd,Director Financial Institutions,United Kingdom,Trade Services,Business Development/Strategy,Relationship Manager,Software Vendor / Consultancy,51 to 60,Week-long Participant Pass without lunch,NORMAL,"SWIFT for Corporates – Defining win-win strategies in multi-banking treasury management
",10/15/15,13:30,13:22:03,15-Oct-15,SWIFT Auditorium,SA,Corporate Forum
8663750,Dutch Payments Association,CEO,Netherlands,Payments,Financial Operations,Board Member / CEO / CFO,Payments Market Infrastructure,61 and over,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:01:35,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8663750,Dutch Payments Association,CEO,Netherlands,Payments,Financial Operations,Board Member / CEO / CFO,Payments Market Infrastructure,61 and over,Week-long Participant Pass without lunch,COMMUNITY,Making real-time payments a reality: EBA CLEARING’s pan-European approach,10/15/15,14:15,14:10:58,15-Oct-15,Conference room 4,CR4,Community
8787150,Murex,Senior Back Office Consultant,Singapore,Trade Services,Information Technology,Analyst/Consultant,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:38:34,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8850439,Mitsui & Co (Asia Pacific) Pte Ltd,General Manager,Singapore,Cash Management,Financial Operations,Corporate Treasurer,Corporate,Prefer not to answer,Corporate Forum Pass with lunch,NORMAL,Corporate Forum Opening Address Day 2: Designing the industry’s digital trade agenda,10/15/15,8:30,8:27:11,15-Oct-15,Conference room 1,CR1,Corporate Forum
8850439,Mitsui & Co (Asia Pacific) Pte Ltd,General Manager,Singapore,Cash Management,Financial Operations,Corporate Treasurer,Corporate,Prefer not to answer,Corporate Forum Pass with lunch,NORMAL,Corporate onboarding: The MyStandards way,10/15/15,10:30,10:26:13,15-Oct-15,SWIFT Auditorium,SA,Corporate Forum
8817544,SUMITOMO MITSUI BANKING CORPORATION (FORMERLY SUMITOMO BANK),General Manager,Japan,Cash Management,Business Development/Strategy,Departmental Manager,Commercial Bank,51 to 60,Two Days Participant Pass without lunch,NORMAL,Alternative financing models: Opportunities or threats for banks?,10/15/15,10:15,10:08:52,15-Oct-15,Conference room 1,CR1,Corporate Forum
8817544,SUMITOMO MITSUI BANKING CORPORATION (FORMERLY SUMITOMO BANK),General Manager,Japan,Cash Management,Business Development/Strategy,Departmental Manager,Commercial Bank,51 to 60,Two Days Participant Pass without lunch,NORMAL,Corporate Forum Opening Address Day 2: Designing the industry’s digital trade agenda,10/15/15,8:30,8:28:42,15-Oct-15,Conference room 1,CR1,Corporate Forum
8817544,SUMITOMO MITSUI BANKING CORPORATION (FORMERLY SUMITOMO BANK),General Manager,Japan,Cash Management,Business Development/Strategy,Departmental Manager,Commercial Bank,51 to 60,Two Days Participant Pass without lunch,NORMAL,Progressing the digital trade agenda: Are banks on board?,10/15/15,9:00,9:47:07,15-Oct-15,Conference room 1,CR1,Corporate Forum
8817383,BANK OF HAWAII,SVP,United States,Cash Management,Business Development/Strategy,Managing Director/ Director / EVP,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:45:51,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8725939,GRESHAM COMPUTING,CEO,United Kingdom,Cash Management,Business Development/Strategy,Board Member / CEO / CFO,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass without lunch,NORMAL,Analytics for a real-time world,10/15/15,14:00,14:40:10,15-Oct-15,Innotribe,INN,Innotribe
8854269,Prolintas,Head of Treasury & Revenue Management,Malaysia,Cash Management,Financial Operations,Corporate Treasurer,Corporate,41 to 50,Corporate Forum Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:00:08,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8854269,Prolintas,Head of Treasury & Revenue Management,Malaysia,Cash Management,Financial Operations,Corporate Treasurer,Corporate,41 to 50,Corporate Forum Pass with lunch,NORMAL,Alternative financing models: Opportunities or threats for banks?,10/15/15,10:15,10:09:02,15-Oct-15,Conference room 1,CR1,Corporate Forum
8854269,Prolintas,Head of Treasury & Revenue Management,Malaysia,Cash Management,Financial Operations,Corporate Treasurer,Corporate,41 to 50,Corporate Forum Pass with lunch,NORMAL,Bank readiness in trade finance: The voice of the corporate and banking community,10/15/15,14:00,14:04:31,15-Oct-15,Conference room 5,CR5,Corporate Forum
8861956,General Electric,ASEAN & Korea / Asia Treasurer ,Singapore,Cash Management,Financial Operations,Corporate Treasurer,Corporate,Prefer not to answer,Corporate Forum Pass with lunch,NORMAL,ASEAN banking conversation,10/15/15,10:00,9:46:11,15-Oct-15,Conference room 2,CR2,ASEAN
8574189,BNP PARIBAS FORTIS SA/NV,Global Cash Management,Belgium,Cash Management,Product Management,Departmental Manager,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:32:18,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8574189,BNP PARIBAS FORTIS SA/NV,Global Cash Management,Belgium,Cash Management,Product Management,Departmental Manager,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:29:49,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8574189,BNP PARIBAS FORTIS SA/NV,Global Cash Management,Belgium,Cash Management,Product Management,Departmental Manager,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,COMMUNITY,Making real-time payments a reality: EBA CLEARING’s pan-European approach,10/15/15,14:15,14:12:50,15-Oct-15,Conference room 4,CR4,Community
8574189,BNP PARIBAS FORTIS SA/NV,Global Cash Management,Belgium,Cash Management,Product Management,Departmental Manager,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Thinking machines and jobs: How banks can respond to the opportunity,10/15/15,12:45,12:42:51,15-Oct-15,Innotribe,INN,Innotribe
8574189,BNP PARIBAS FORTIS SA/NV,Global Cash Management,Belgium,Cash Management,Product Management,Departmental Manager,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Intraday liquidity reporting: How has the industry progressed?,10/15/15,10:15,10:19:46,15-Oct-15,Conference room 3,CR3,Payments
8797635,BNP Paribas Securities Services,Head of BNP Paribas Securities Services Hong Kong,Hong Kong,Securities,Business Development/Strategy,Board Member / CEO / CFO,Investment Bank,41 to 50,Speaker Pass with lunch,NORMAL,Capital market harmonisation: How to align market liberalisation and regulatory supervision?,10/15/15,10:15,10:05:11,15-Oct-15,Conference room 4,CR4,Securities
8601790,UniCredit, Clearing & FX Products,Italy,Trade Services,Product Management,Managing Director/ Director / EVP,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,COMMUNITY,Making real-time payments a reality: EBA CLEARING’s pan-European approach,10/15/15,14:15,14:05:40,15-Oct-15,Conference room 4,CR4,Community
8601790,UniCredit, Clearing & FX Products,Italy,Trade Services,Product Management,Managing Director/ Director / EVP,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Intraday liquidity reporting: How has the industry progressed?,10/15/15,10:15,10:17:17,15-Oct-15,Conference room 3,CR3,Payments
8574933,BANCO BILBAO VIZCAYA ARGENTARIA S.A.,Operations Manager,Spain,Payments,Technology Operations,Departmental Manager,Retail Bank,31 to 40,Chairpersons Pass,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:26:34,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8574933,BANCO BILBAO VIZCAYA ARGENTARIA S.A.,Operations Manager,Spain,Payments,Technology Operations,Departmental Manager,Retail Bank,31 to 40,Chairpersons Pass,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:45:35,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8574933,BANCO BILBAO VIZCAYA ARGENTARIA S.A.,Operations Manager,Spain,Payments,Technology Operations,Departmental Manager,Retail Bank,31 to 40,Chairpersons Pass,COMMUNITY,Making real-time payments a reality: EBA CLEARING’s pan-European approach,10/15/15,14:15,14:03:42,15-Oct-15,Conference room 4,CR4,Community
8701079,Societe Generale,Global Head of Payments & Cash Management Products,France,Cash Management,Sales,Section Head/Supervisor,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:56:41,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8763799,Cognito,"Managing Director, EMEA",United Kingdom,Payments,Marketing,Managing Director/ Director / EVP,Corporate,Prefer not to answer,Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:55:09,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8707322,Commonwealth Bank of Australia,Head of International Network Management,Australia,Payments,Standards,Vice President/ Functional Head,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Alternative financing models: Opportunities or threats for banks?,10/15/15,10:15,10:08:34,15-Oct-15,Conference room 1,CR1,Corporate Forum
8606400,SWIFT,Managing Director Software Business and SWIFTLab,Spain,Payments,Business Development/Strategy,Managing Director/ Director / EVP,Software Vendor / Consultancy,41 to 50,SWIFT Business Team Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:00:41,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8606400,SWIFT,Managing Director Software Business and SWIFTLab,Spain,Payments,Business Development/Strategy,Managing Director/ Director / EVP,Software Vendor / Consultancy,41 to 50,SWIFT Business Team Pass with lunch,NORMAL,Lifecycle of a corporate on SWIFT,10/15/15,9:30,9:56:30,15-Oct-15,SWIFTLab,SWLA,SWIFTLab
8750700,BRITISH ARAB COMMERCIAL BANK plc,Head Client Coverage & Products,United Kingdom,Trade Services,Business Development/Strategy,Managing Director/ Director / EVP,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,Intraday liquidity reporting: How has the industry progressed?,10/15/15,10:15,10:07:04,15-Oct-15,Conference room 3,CR3,Payments
8702971,BANQUE DE FRANCE,Head of department,France,Securities,Information Technology,Departmental Manager,Central Bank,41 to 50,Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:00:42,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8702971,BANQUE DE FRANCE,Head of department,France,Securities,Information Technology,Departmental Manager,Central Bank,41 to 50,Week-long Participant Pass with lunch,NORMAL,Capital market harmonisation: How to align market liberalisation and regulatory supervision?,10/15/15,10:15,10:26:49,15-Oct-15,Conference room 4,CR4,Securities
8575348,Banco Interamericano de Finanzas,Telecommunications Officer,Peru,Trade Services,Technology Operations,Section Head/Supervisor,Commercial Bank,41 to 50,Chairpersons Pass,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:54:34,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8575348,Banco Interamericano de Finanzas,Telecommunications Officer,Peru,Trade Services,Technology Operations,Section Head/Supervisor,Commercial Bank,41 to 50,Chairpersons Pass,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:00:46,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8575348,Banco Interamericano de Finanzas,Telecommunications Officer,Peru,Trade Services,Technology Operations,Section Head/Supervisor,Commercial Bank,41 to 50,Chairpersons Pass,NORMAL,Intraday liquidity reporting: How has the industry progressed?,10/15/15,10:15,10:18:17,15-Oct-15,Conference room 3,CR3,Payments
8556755,NTT DATA,Division Director,Japan,Payments,Business Development/Strategy,Managing Director/ Director / EVP,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass without lunch,COMMUNITY,How ASEAN+3 connects bond markets towards more integrated markets,10/15/15,12:45,12:43:13,15-Oct-15,Conference room 4,CR4,Community
8556755,NTT DATA,Division Director,Japan,Payments,Business Development/Strategy,Managing Director/ Director / EVP,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass without lunch,COMMUNITY,"ISO 20022 adoption in ASEAN+3, Europe, and U.S - Opportunities and challenges including possible services such as cross-border CSD-RTGS linkages",10/15/15,9:00,9:03:20,15-Oct-15,Conference room 5,CR5,Community
8574687,Rosswift - The russian SWIFT user Association,Russia User Group Chairperson,Russia,Payments,Business Development/Strategy,Managing Director/ Director / EVP,Payments Market Infrastructure,41 to 50,Chairpersons Pass,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:58:58,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8720925,Kindred Spirits,CEO,Belgium,Securities,Business Development/Strategy,Board Member / CEO / CFO,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:00:11,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8720925,Kindred Spirits,CEO,Belgium,Securities,Business Development/Strategy,Board Member / CEO / CFO,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass with lunch,NORMAL,Innotribe closing keynote: Machines are not the answer,10/15/15,15:15,15:52:24,15-Oct-15,Innotribe,INN,Innotribe
8720925,Kindred Spirits,CEO,Belgium,Securities,Business Development/Strategy,Board Member / CEO / CFO,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass with lunch,NORMAL,Thinking machines and jobs: How banks can respond to the opportunity,10/15/15,12:45,12:31:56,15-Oct-15,Innotribe,INN,Innotribe
8734471,Fiserv,"Managing Director, Asia Pacific",Singapore,Payments,Business Development/Strategy,Managing Director/ Director / EVP,Corporate,41 to 50,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:50:15,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8761411,Accompanying Elbert Mathews,Accompanying Person,Australia,Derivatives,Customer Services,Corporate Treasurer,Retail Bank,31 to 40,Complimentary Accompanying Person with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:40:19,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8758420,Australian National Member Group,Chairman of Australian National Member Group,Australia,Not selected,Not selected,Not selected,Not selected,Not selected,Board Member Pass with lunch,NORMAL,ASEAN Day Opening,10/15/15,9:00,8:51:34,15-Oct-15,Conference room 2,CR2,ASEAN
8758420,Australian National Member Group,Chairman of Australian National Member Group,Australia,Not selected,Not selected,Not selected,Not selected,Not selected,Board Member Pass with lunch,NORMAL,ASEAN banking conversation,10/15/15,10:00,10:49:18,15-Oct-15,Conference room 2,CR2,ASEAN
8758420,Australian National Member Group,Chairman of Australian National Member Group,Australia,Not selected,Not selected,Not selected,Not selected,Not selected,Board Member Pass with lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:08:07,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8758420,Australian National Member Group,Chairman of Australian National Member Group,Australia,Not selected,Not selected,Not selected,Not selected,Not selected,Board Member Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:40:21,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8604794,SunTec Business Solutions,Head - Marketing ,India,Cash Management,Marketing,Vice President/ Functional Head,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass - Exhibitor voucher used without lunch,NORMAL,Voice of the customer 3.0,10/15/15,10:15,11:16:14,15-Oct-15,Innotribe,INN,Innotribe
8790437,Deloitte Touche Tohmatsu Limited ,Partner,Hong Kong,Securities,Business Development/Strategy,Managing Director/ Director / EVP,Corporate,51 to 60,Week-long Participant Pass with lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:29:21,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8790437,Deloitte Touche Tohmatsu Limited ,Partner,Hong Kong,Securities,Business Development/Strategy,Managing Director/ Director / EVP,Corporate,51 to 60,Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:54:59,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8790437,Deloitte Touche Tohmatsu Limited ,Partner,Hong Kong,Securities,Business Development/Strategy,Managing Director/ Director / EVP,Corporate,51 to 60,Week-long Participant Pass with lunch,COMMUNITY,"Data governance insights: Challenges, impacts and opportunities ",10/15/15,10:15,10:47:08,15-Oct-15,Conference room 5,CR5,Community
8790437,Deloitte Touche Tohmatsu Limited ,Partner,Hong Kong,Securities,Business Development/Strategy,Managing Director/ Director / EVP,Corporate,51 to 60,Week-long Participant Pass with lunch,NORMAL,Progressing the digital trade agenda: Are banks on board?,10/15/15,9:00,9:50:30,15-Oct-15,Conference room 1,CR1,Corporate Forum
8790437,Deloitte Touche Tohmatsu Limited ,Partner,Hong Kong,Securities,Business Development/Strategy,Managing Director/ Director / EVP,Corporate,51 to 60,Week-long Participant Pass with lunch,NORMAL,Analytics for a real-time world,10/15/15,14:00,14:48:00,15-Oct-15,Innotribe,INN,Innotribe
8803653,"AFRICAN DEVELOPMENT BANK Hedi Nouira, Pierre de Coubertin",Chief Treasury Officer,Cote d'Ivoire,Cash Management,Financial Operations,Relationship Manager,Corporate,41 to 50,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:17:22,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8830451,Decillion Group ,Vice President,Japan,Payments,Information Technology,Section Head/Supervisor,Software Vendor / Consultancy,41 to 50,One Day Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:54:47,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8859274,NTT DATA,application engineer,Japan,Payments,Information Technology,Analyst/Consultant,Software Vendor / Consultancy,21 to 30,One Day Participant Pass with lunch,COMMUNITY,How ASEAN+3 connects bond markets towards more integrated markets,10/15/15,12:45,12:38:50,15-Oct-15,Conference room 4,CR4,Community
8859274,NTT DATA,application engineer,Japan,Payments,Information Technology,Analyst/Consultant,Software Vendor / Consultancy,21 to 30,One Day Participant Pass with lunch,COMMUNITY,"ISO 20022 adoption in ASEAN+3, Europe, and U.S - Opportunities and challenges including possible services such as cross-border CSD-RTGS linkages",10/15/15,9:00,8:43:27,15-Oct-15,Conference room 5,CR5,Community
8767599,"Mizuho Bank, Ltd.",Senior Manager,Hong Kong,Cash Management,Product Management,Vice President/ Functional Head,Commercial Bank,41 to 50,Two Days Participant Pass without lunch,NORMAL,Progressing the digital trade agenda: Are banks on board?,10/15/15,9:00,9:47:12,15-Oct-15,Conference room 1,CR1,Corporate Forum
8767599,"Mizuho Bank, Ltd.",Senior Manager,Hong Kong,Cash Management,Product Management,Vice President/ Functional Head,Commercial Bank,41 to 50,Two Days Participant Pass without lunch,NORMAL,"SWIFT for Corporates – Defining win-win strategies in multi-banking treasury management
",10/15/15,13:30,13:25:12,15-Oct-15,SWIFT Auditorium,SA,Corporate Forum
8767599,"Mizuho Bank, Ltd.",Senior Manager,Hong Kong,Cash Management,Product Management,Vice President/ Functional Head,Commercial Bank,41 to 50,Two Days Participant Pass without lunch,NORMAL,Intraday liquidity reporting: How has the industry progressed?,10/15/15,10:15,10:28:31,15-Oct-15,Conference room 3,CR3,Payments
8681322,BCS Consulting,Managing Director,United Kingdom,Trade Services,Business Development/Strategy,Managing Director/ Director / EVP,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass with lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:21:38,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8681322,BCS Consulting,Managing Director,United Kingdom,Trade Services,Business Development/Strategy,Managing Director/ Director / EVP,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass with lunch,NORMAL,Alternative financing models: Opportunities or threats for banks?,10/15/15,10:15,10:08:45,15-Oct-15,Conference room 1,CR1,Corporate Forum
8836751,DANSKE BANK A/S,SC,Finland,Cash Management,Business Development/Strategy,Vice President/ Functional Head,Retail Bank,Prefer not to answer,Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:02:03,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8836751,DANSKE BANK A/S,SC,Finland,Cash Management,Business Development/Strategy,Vice President/ Functional Head,Retail Bank,Prefer not to answer,Week-long Participant Pass with lunch,NORMAL,"Accelerating and scaling expertise with cognitive computing from IBM Research and Watson
",10/15/15,9:15,9:05:53,15-Oct-15,Innotribe,INN,Innotribe
8836751,DANSKE BANK A/S,SC,Finland,Cash Management,Business Development/Strategy,Vice President/ Functional Head,Retail Bank,Prefer not to answer,Week-long Participant Pass with lunch,NORMAL,Innotribe closing keynote: Machines are not the answer,10/15/15,15:15,15:52:18,15-Oct-15,Innotribe,INN,Innotribe
8836751,DANSKE BANK A/S,SC,Finland,Cash Management,Business Development/Strategy,Vice President/ Functional Head,Retail Bank,Prefer not to answer,Week-long Participant Pass with lunch,NORMAL,Thinking machines and jobs: How banks can respond to the opportunity,10/15/15,12:45,12:41:39,15-Oct-15,Innotribe,INN,Innotribe
8836751,DANSKE BANK A/S,SC,Finland,Cash Management,Business Development/Strategy,Vice President/ Functional Head,Retail Bank,Prefer not to answer,Week-long Participant Pass with lunch,NORMAL,Voice of the customer 3.0,10/15/15,10:15,11:16:49,15-Oct-15,Innotribe,INN,Innotribe
8729866,"Carlisle & Gallagher Consulting Group, an NTT Data Company",Emerging Payments Practice Lead,United States,Payments,Innovation,Managing Director/ Director / EVP,Software Vendor / Consultancy,41 to 50,Speaker Pass with lunch,NORMAL,"Accelerating and scaling expertise with cognitive computing from IBM Research and Watson
",10/15/15,9:15,9:06:07,15-Oct-15,Innotribe,INN,Innotribe
8729866,"Carlisle & Gallagher Consulting Group, an NTT Data Company",Emerging Payments Practice Lead,United States,Payments,Innovation,Managing Director/ Director / EVP,Software Vendor / Consultancy,41 to 50,Speaker Pass with lunch,NORMAL,Thinking machines and jobs: How banks can respond to the opportunity,10/15/15,12:45,12:43:24,15-Oct-15,Innotribe,INN,Innotribe
8729866,"Carlisle & Gallagher Consulting Group, an NTT Data Company",Emerging Payments Practice Lead,United States,Payments,Innovation,Managing Director/ Director / EVP,Software Vendor / Consultancy,41 to 50,Speaker Pass with lunch,NORMAL,Voice of the customer 3.0,10/15/15,10:15,11:17:47,15-Oct-15,Innotribe,INN,Innotribe
8832904,IBM,Product Management,United States,Payments,Innovation,Analyst/Consultant,Software Vendor / Consultancy,51 to 60,Week-long Participant Pass without lunch,NORMAL,Intraday liquidity reporting: How has the industry progressed?,10/15/15,10:15,10:16:02,15-Oct-15,Conference room 3,CR3,Payments
8807158,Bottomline Technologies,Sales Manager,Switzerland,Payments,Sales,Account Manager,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:54:08,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8807158,Bottomline Technologies,Sales Manager,Switzerland,Payments,Sales,Account Manager,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass with lunch,COMMUNITY,The Lifecycle of Payments ,10/15/15,9:00,9:00:31,15-Oct-15,Conference room 4,CR4,Community
8621858,SEB,Global head of Accounts and Payments operations,Sweden,Payments,Financial Operations,Section Head/Supervisor,Commercial Bank,41 to 50,Week-long Participant Pass with lunch,COMMUNITY,Making real-time payments a reality: EBA CLEARING’s pan-European approach,10/15/15,14:15,14:05:50,15-Oct-15,Conference room 4,CR4,Community
8621858,SEB,Global head of Accounts and Payments operations,Sweden,Payments,Financial Operations,Section Head/Supervisor,Commercial Bank,41 to 50,Week-long Participant Pass with lunch,COMMUNITY,The Lifecycle of Payments ,10/15/15,9:00,9:25:08,15-Oct-15,Conference room 4,CR4,Community
8621858,SEB,Global head of Accounts and Payments operations,Sweden,Payments,Financial Operations,Section Head/Supervisor,Commercial Bank,41 to 50,Week-long Participant Pass with lunch,NORMAL,Innotribe closing keynote: Machines are not the answer,10/15/15,15:15,15:52:15,15-Oct-15,Innotribe,INN,Innotribe
8621858,SEB,Global head of Accounts and Payments operations,Sweden,Payments,Financial Operations,Section Head/Supervisor,Commercial Bank,41 to 50,Week-long Participant Pass with lunch,NORMAL,Thinking machines and jobs: How banks can respond to the opportunity,10/15/15,12:45,12:40:41,15-Oct-15,Innotribe,INN,Innotribe
8621858,SEB,Global head of Accounts and Payments operations,Sweden,Payments,Financial Operations,Section Head/Supervisor,Commercial Bank,41 to 50,Week-long Participant Pass with lunch,NORMAL,Intraday liquidity reporting: How has the industry progressed?,10/15/15,10:15,10:08:17,15-Oct-15,Conference room 3,CR3,Payments
8577423,Citi,Director Market Practice and Standards & Head of Standards for the GLEIF,United States,Securities,Standards,Managing Director/ Director / EVP,Commercial Bank,51 to 60,Complimentary Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:49:45,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8711496,BNP Paribas,Global Head of Cash & Liquidity,France,Cash Management,Business Development/Strategy,Departmental Manager,Custodian,41 to 50,Week-long Participant Pass with lunch,NORMAL,Intraday liquidity reporting: How has the industry progressed?,10/15/15,10:15,10:12:23,15-Oct-15,Conference room 3,CR3,Payments
