BADGEID,COMPANY,JOBTITLE,COUNTRY,BUSINESS_FOCUS,RESPONSIBILITY,FUNCTION,INSTITUTION_TYPE,AGE_RANGE,TICKETDETAILS,SESSIONGROUP,SESSIONNAME,SESSIONDATE,SESSIONTIME,ATTEND_TIME,ATTEND_DAY,ROOM,ROOMCODE,STREAM
8817383,BANK OF HAWAII,SVP,United States,Cash Management,Business Development/Strategy,Managing Director/ Director / EVP,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:25:17,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8606660,SWIFT,,Belgium,Payments,Business Development/Strategy,Section Head/Supervisor,Software Vendor / Consultancy,41 to 50,SWIFT Business Team Pass with lunch,NORMAL,"Empower your compliance teams with insights from SWIFT’s compliance analytics
",10/14/15,15:30,15:45:52,14-Oct-15,SWIFT Auditorium,SA,Compliance Forum
8606660,SWIFT,,Belgium,Payments,Business Development/Strategy,Section Head/Supervisor,Software Vendor / Consultancy,41 to 50,SWIFT Business Team Pass with lunch,NORMAL,"Despite what you heard, colour does matter!",10/14/15,9:30,9:26:35,14-Oct-15,Conference room 3,CR3,Diversity
8854269,Prolintas,Head of Treasury & Revenue Management,Malaysia,Cash Management,Financial Operations,Corporate Treasurer,Corporate,41 to 50,Corporate Forum Pass with lunch,NORMAL,Corporate Forum Opening Address Day 1: Shaping the future of treasury and trade,10/14/15,8:30,8:35:13,14-Oct-15,Conference room 1,CR1,Corporate Forum
8789257,JSE LIMITED,New Business and Strategic Projects Manager,South Africa,Cash Management,Business Development/Strategy,Relationship Manager,Exchange,21 to 30,Week-long Participant Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:21:07,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8789257,JSE LIMITED,New Business and Strategic Projects Manager,South Africa,Cash Management,Business Development/Strategy,Relationship Manager,Exchange,21 to 30,Week-long Participant Pass with lunch,COMMUNITY,Thrive or die - Why not piggy back innovation on regulation?,10/14/15,9:00,9:02:59,14-Oct-15,Conference room 4,CR4,Community
8732236,DTCC,"Manager, Global Alliances",United States,Trade Services,Customer Services,Relationship Manager,Securities Market Infrastructure,31 to 40,Two Days Participant Pass without lunch,NORMAL,Asset servicing: Issuer to investor automation,10/14/15,14:00,14:13:55,14-Oct-15,Workshop A,WSA,Securities
8861956,General Electric,ASEAN & Korea / Asia Treasurer ,Singapore,Cash Management,Financial Operations,Corporate Treasurer,Corporate,Prefer not to answer,Corporate Forum Pass with lunch,NORMAL,Corporate Forum Opening Address Day 1: Shaping the future of treasury and trade,10/14/15,8:30,8:49:32,14-Oct-15,Conference room 1,CR1,Corporate Forum
8861956,General Electric,ASEAN & Korea / Asia Treasurer ,Singapore,Cash Management,Financial Operations,Corporate Treasurer,Corporate,Prefer not to answer,Corporate Forum Pass with lunch,NORMAL,The future of corporate banking – What do corporate clients expect from banks? ,10/14/15,9:00,9:47:08,14-Oct-15,Conference room 1,CR1,Corporate Forum
8708526,KPMG,Management Consultant,Australia,Payments,Business Development/Strategy,Analyst/Consultant,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass without lunch,COMMUNITY,Who's driving the future of payments anyway?,10/14/15,15:30,15:36:09,14-Oct-15,Conference room 3,CR3,Community
8708526,KPMG,Management Consultant,Australia,Payments,Business Development/Strategy,Analyst/Consultant,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass without lunch,COMMUNITY,U.S. stakeholder group update on ISO 20022 implementation,10/14/15,14:00,14:22:53,14-Oct-15,Conference room 4,CR4,Community
8708526,KPMG,Management Consultant,Australia,Payments,Business Development/Strategy,Analyst/Consultant,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass without lunch,COMMUNITY,"24/7 real-time payment initiatives, Asian perspective - Part 2",10/14/15,14:00,14:21:01,14-Oct-15,Conference room 5,CR5,Community
8708526,KPMG,Management Consultant,Australia,Payments,Business Development/Strategy,Analyst/Consultant,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass without lunch,NORMAL,"SWIFT for Real-Time Payments
",10/14/15,9:30,9:25:08,14-Oct-15,SWIFT Auditorium,SA,Payments
8708526,KPMG,Management Consultant,Australia,Payments,Business Development/Strategy,Analyst/Consultant,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass without lunch,NORMAL,"Why financial institutions need an ISO 20022 implementation strategy now
",10/14/15,10:30,10:31:09,14-Oct-15,SWIFT Auditorium,SA,SWIFT Auditorium
8601790,UniCredit, Clearing & FX Products,Italy,Trade Services,Product Management,Managing Director/ Director / EVP,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,COMMUNITY,Who's driving the future of payments anyway?,10/14/15,15:30,15:42:51,14-Oct-15,Conference room 3,CR3,Community
8872154,KPMG,Director,Singapore,Cash Management,Customer Services,Account Manager,Central Bank,Prefer not to answer,One Day Participant Pass without lunch,NORMAL,Corporate Forum Opening Address Day 1: Shaping the future of treasury and trade,10/14/15,8:30,8:21:01,14-Oct-15,Conference room 1,CR1,Corporate Forum
8872154,KPMG,Director,Singapore,Cash Management,Customer Services,Account Manager,Central Bank,Prefer not to answer,One Day Participant Pass without lunch,NORMAL,The future of corporate banking – What do corporate clients expect from banks? ,10/14/15,9:00,9:52:35,14-Oct-15,Conference room 1,CR1,Corporate Forum
8574933,BANCO BILBAO VIZCAYA ARGENTARIA S.A.,Operations Manager,Spain,Payments,Technology Operations,Departmental Manager,Retail Bank,31 to 40,Chairpersons Pass,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:26:43,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8574933,BANCO BILBAO VIZCAYA ARGENTARIA S.A.,Operations Manager,Spain,Payments,Technology Operations,Departmental Manager,Retail Bank,31 to 40,Chairpersons Pass,COMMUNITY,Who's driving the future of payments anyway?,10/14/15,15:30,15:34:10,14-Oct-15,Conference room 3,CR3,Community
8574933,BANCO BILBAO VIZCAYA ARGENTARIA S.A.,Operations Manager,Spain,Payments,Technology Operations,Departmental Manager,Retail Bank,31 to 40,Chairpersons Pass,COMMUNITY,Market infrastructure integration - What remains to be done?,10/14/15,9:00,9:09:02,14-Oct-15,Conference room 5,CR5,Community
8701079,Societe Generale,Global Head of Payments & Cash Management Products,France,Cash Management,Sales,Section Head/Supervisor,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,Why banks need FinTech hubs,10/14/15,12:45,13:43:26,14-Oct-15,Innotribe,INN,Innotribe
8524147,SUMITOMO MITSUI TRUST BANK USA LMT,Vice President,United States,Trade Services,Customer Services,Relationship Manager,Custodian,41 to 50,Week-long Participant Pass without lunch,NORMAL,Securities transparency: Is this the next frontier? ,10/14/15,9:00,9:46:42,14-Oct-15,Conference room 2,CR2,Compliance Forum
8763799,Cognito,"Managing Director, EMEA",United Kingdom,Payments,Marketing,Managing Director/ Director / EVP,Corporate,Prefer not to answer,Week-long Participant Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:29:13,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8763799,Cognito,"Managing Director, EMEA",United Kingdom,Payments,Marketing,Managing Director/ Director / EVP,Corporate,Prefer not to answer,Week-long Participant Pass with lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,14:04:17,14-Oct-15,Conference room 2,CR2,Innotribe
8738354,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,"Director, Treasury Operations",United States,Cash Management,Financial Operations,Managing Director/ Director / EVP,Investment Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:17:52,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8738354,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,"Director, Treasury Operations",United States,Cash Management,Financial Operations,Managing Director/ Director / EVP,Investment Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,"Why financial institutions need an ISO 20022 implementation strategy now
",10/14/15,10:30,10:35:26,14-Oct-15,SWIFT Auditorium,SA,SWIFT Auditorium
8738354,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,"Director, Treasury Operations",United States,Cash Management,Financial Operations,Managing Director/ Director / EVP,Investment Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,Asset servicing: Issuer to investor automation,10/14/15,14:00,14:07:12,14-Oct-15,Workshop A,WSA,Securities
8707322,Commonwealth Bank of Australia,Head of International Network Management,Australia,Payments,Standards,Vice President/ Functional Head,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,The future of corporate banking – What do corporate clients expect from banks? ,10/14/15,9:00,9:47:31,14-Oct-15,Conference room 1,CR1,Corporate Forum
8777659,BANCO DO BRASIL SA,Regional IT Manager,Japan,Payments,Information Technology,Section Head/Supervisor,Retail Bank,51 to 60,Week-long Participant Pass with lunch,COMMUNITY,Market infrastructure integration - What remains to be done?,10/14/15,9:00,9:01:38,14-Oct-15,Conference room 5,CR5,Community
8777659,BANCO DO BRASIL SA,Regional IT Manager,Japan,Payments,Information Technology,Section Head/Supervisor,Retail Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,Capturing new payments transactions opportunities from developing trade corridors,10/14/15,10:15,10:14:59,14-Oct-15,Conference room 4,CR4,Payments
8606400,SWIFT,Managing Director Software Business and SWIFTLab,Spain,Payments,Business Development/Strategy,Managing Director/ Director / EVP,Software Vendor / Consultancy,41 to 50,SWIFT Business Team Pass with lunch,NORMAL,Efficiency as a service (EaaS) – The SWIFT community cloud ,10/14/15,14:30,14:26:33,14-Oct-15,SWIFT Auditorium,SA,Corporate Forum
8606400,SWIFT,Managing Director Software Business and SWIFTLab,Spain,Payments,Business Development/Strategy,Managing Director/ Director / EVP,Software Vendor / Consultancy,41 to 50,SWIFT Business Team Pass with lunch,NORMAL,Alliance Messaging Hub,10/14/15,12:00,12:17:00,14-Oct-15,SWIFTLab,SWLA,SWIFTLab
8758973,Bank of Tokyo-Mitsubishi UFJ,Manager,Japan,Payments,Financial Operations,Section Head/Supervisor,Commercial Bank,21 to 30,Week-long Participant Pass - Exhibitor voucher used without lunch,NORMAL,Efficiency as a service (EaaS) – The SWIFT community cloud ,10/14/15,14:30,14:31:57,14-Oct-15,SWIFT Auditorium,SA,Corporate Forum
8750700,BRITISH ARAB COMMERCIAL BANK plc,Head Client Coverage & Products,United Kingdom,Trade Services,Business Development/Strategy,Managing Director/ Director / EVP,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:29:26,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8750700,BRITISH ARAB COMMERCIAL BANK plc,Head Client Coverage & Products,United Kingdom,Trade Services,Business Development/Strategy,Managing Director/ Director / EVP,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,Compliance back to the future ,10/14/15,10:15,11:26:03,14-Oct-15,Conference room 2,CR2,Compliance Forum
8750700,BRITISH ARAB COMMERCIAL BANK plc,Head Client Coverage & Products,United Kingdom,Trade Services,Business Development/Strategy,Managing Director/ Director / EVP,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,"SWIFT for Real-Time Payments
",10/14/15,9:30,9:39:27,14-Oct-15,SWIFT Auditorium,SA,Payments
8702971,BANQUE DE FRANCE,Head of department,France,Securities,Information Technology,Departmental Manager,Central Bank,41 to 50,Week-long Participant Pass with lunch,COMMUNITY,Market infrastructure integration - What remains to be done?,10/14/15,9:00,9:22:24,14-Oct-15,Conference room 5,CR5,Community
8702971,BANQUE DE FRANCE,Head of department,France,Securities,Information Technology,Departmental Manager,Central Bank,41 to 50,Week-long Participant Pass with lunch,NORMAL,"Why financial institutions need an ISO 20022 implementation strategy now
",10/14/15,10:30,10:29:43,14-Oct-15,SWIFT Auditorium,SA,SWIFT Auditorium
8575348,Banco Interamericano de Finanzas,Telecommunications Officer,Peru,Trade Services,Technology Operations,Section Head/Supervisor,Commercial Bank,41 to 50,Chairpersons Pass,NORMAL,"SWIFT for Real-Time Payments
",10/14/15,9:30,9:57:05,14-Oct-15,SWIFT Auditorium,SA,Payments
8556755,NTT DATA,Division Director,Japan,Payments,Business Development/Strategy,Managing Director/ Director / EVP,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass without lunch,COMMUNITY,Market infrastructure integration - What remains to be done?,10/14/15,9:00,9:06:57,14-Oct-15,Conference room 5,CR5,Community
8556755,NTT DATA,Division Director,Japan,Payments,Business Development/Strategy,Managing Director/ Director / EVP,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass without lunch,COMMUNITY,"24/7 real-time payment initiatives, Asian perspective - Part 2",10/14/15,14:00,13:52:46,14-Oct-15,Conference room 5,CR5,Community
8556755,NTT DATA,Division Director,Japan,Payments,Business Development/Strategy,Managing Director/ Director / EVP,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass without lunch,NORMAL,Treasury management practices in Asia: Which key models prevail in the region?,10/14/15,10:15,10:05:14,14-Oct-15,Conference room 1,CR1,Corporate Forum
8723931,J.P. Morgan,Executive Director,Singapore,Cash Management,Business Development/Strategy,Managing Director/ Director / EVP,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Treasury management practices in Asia: Which key models prevail in the region?,10/14/15,10:15,10:11:11,14-Oct-15,Conference room 1,CR1,Corporate Forum
8574687,Rosswift - The russian SWIFT user Association,Russia User Group Chairperson,Russia,Payments,Business Development/Strategy,Managing Director/ Director / EVP,Payments Market Infrastructure,41 to 50,Chairpersons Pass,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:24:30,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8574687,Rosswift - The russian SWIFT user Association,Russia User Group Chairperson,Russia,Payments,Business Development/Strategy,Managing Director/ Director / EVP,Payments Market Infrastructure,41 to 50,Chairpersons Pass,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,14:28:40,14-Oct-15,Conference room 2,CR2,Innotribe
8574687,Rosswift - The russian SWIFT user Association,Russia User Group Chairperson,Russia,Payments,Business Development/Strategy,Managing Director/ Director / EVP,Payments Market Infrastructure,41 to 50,Chairpersons Pass,NORMAL,"SWIFT for Real-Time Payments
",10/14/15,9:30,9:37:06,14-Oct-15,SWIFT Auditorium,SA,Payments
8574687,Rosswift - The russian SWIFT user Association,Russia User Group Chairperson,Russia,Payments,Business Development/Strategy,Managing Director/ Director / EVP,Payments Market Infrastructure,41 to 50,Chairpersons Pass,NORMAL,"Why financial institutions need an ISO 20022 implementation strategy now
",10/14/15,10:30,10:45:48,14-Oct-15,SWIFT Auditorium,SA,SWIFT Auditorium
8718961,Digital Asset Holdings,CEO,United States,Trade Services,Financial Operations,Board Member / CEO / CFO,Securities Market Infrastructure,41 to 50,Speaker Pass with lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,14:10:22,14-Oct-15,Conference room 2,CR2,Innotribe
8548008,EMIRATES BANK INTERNATIONAL PJSC,General Manager Compliance,United Arab Emirates,Cash Management,Compliance officer / Risk Management,Vice President/ Functional Head,Commercial Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,SWIFT Institute meets the Compliance Forum ,10/14/15,8:00,8:31:29,14-Oct-15,Conference room 2,CR2,Compliance Forum
8548008,EMIRATES BANK INTERNATIONAL PJSC,General Manager Compliance,United Arab Emirates,Cash Management,Compliance officer / Risk Management,Vice President/ Functional Head,Commercial Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,Compliance back to the future ,10/14/15,10:15,11:21:08,14-Oct-15,Conference room 2,CR2,Compliance Forum
8548008,EMIRATES BANK INTERNATIONAL PJSC,General Manager Compliance,United Arab Emirates,Cash Management,Compliance officer / Risk Management,Vice President/ Functional Head,Commercial Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,"Simplify sanctions compliance with SWIFT’s expanding shared services portfolio
",10/14/15,13:30,13:39:37,14-Oct-15,SWIFT Auditorium,SA,Compliance Forum
8758420,Australian National Member Group,Chairman of Australian National Member Group,Australia,Not selected,Not selected,Not selected,Not selected,Not selected,Board Member Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:09:27,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8758420,Australian National Member Group,Chairman of Australian National Member Group,Australia,Not selected,Not selected,Not selected,Not selected,Not selected,Board Member Pass with lunch,COMMUNITY,"24/7 real-time payment initiatives, Asian perspective - Part 2",10/14/15,14:00,14:01:14,14-Oct-15,Conference room 5,CR5,Community
8758420,Australian National Member Group,Chairman of Australian National Member Group,Australia,Not selected,Not selected,Not selected,Not selected,Not selected,Board Member Pass with lunch,NORMAL,How to create and sustain a diverse talent pipeline,10/14/15,10:15,10:59:36,14-Oct-15,Conference room 3,CR3,Diversity
8790437,Deloitte Touche Tohmatsu Limited ,Partner,Hong Kong,Securities,Business Development/Strategy,Managing Director/ Director / EVP,Corporate,51 to 60,Week-long Participant Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:22:25,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8790437,Deloitte Touche Tohmatsu Limited ,Partner,Hong Kong,Securities,Business Development/Strategy,Managing Director/ Director / EVP,Corporate,51 to 60,Week-long Participant Pass with lunch,NORMAL,Treasury management practices in Asia: Which key models prevail in the region?,10/14/15,10:15,10:43:05,14-Oct-15,Conference room 1,CR1,Corporate Forum
8803653,"AFRICAN DEVELOPMENT BANK Hedi Nouira, Pierre de Coubertin",Chief Treasury Officer,Cote d'Ivoire,Cash Management,Financial Operations,Relationship Manager,Corporate,41 to 50,Week-long Participant Pass without lunch,COMMUNITY,Who's driving the future of payments anyway?,10/14/15,15:30,16:13:31,14-Oct-15,Conference room 3,CR3,Community
8848740,SCSK Corporation,General Manager,Japan,Cash Management,Business Development/Strategy,Departmental Manager,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass without lunch,NORMAL,Corporate Forum Opening Address Day 1: Shaping the future of treasury and trade,10/14/15,8:30,8:21:27,14-Oct-15,Conference room 1,CR1,Corporate Forum
8848740,SCSK Corporation,General Manager,Japan,Cash Management,Business Development/Strategy,Departmental Manager,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass without lunch,NORMAL,Efficiency as a service (EaaS) – The SWIFT community cloud ,10/14/15,14:30,14:22:35,14-Oct-15,SWIFT Auditorium,SA,Corporate Forum
8851163,NTT DATA Getronics Corporation,General Manager,Japan,Payments,Sales,Departmental Manager,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass with lunch,NORMAL,Corporate Forum Opening Address Day 1: Shaping the future of treasury and trade,10/14/15,8:30,8:33:41,14-Oct-15,Conference room 1,CR1,Corporate Forum
8730418,DAIWA SECURITIES CO.LTD. Co.Ltd.,Executive Director,Japan,Cash Management,Business Development/Strategy,Managing Director/ Director / EVP,Broker/Dealer,41 to 50,Week-long Participant Pass without lunch,NORMAL,Corporate Forum Opening Address Day 1: Shaping the future of treasury and trade,10/14/15,8:30,8:25:36,14-Oct-15,Conference room 1,CR1,Corporate Forum
8730418,DAIWA SECURITIES CO.LTD. Co.Ltd.,Executive Director,Japan,Cash Management,Business Development/Strategy,Managing Director/ Director / EVP,Broker/Dealer,41 to 50,Week-long Participant Pass without lunch,NORMAL,ERP vs. TMS vs. Excel - Friends or rivals?,10/14/15,14:00,14:03:31,14-Oct-15,Conference room 1,CR1,Corporate Forum
8730418,DAIWA SECURITIES CO.LTD. Co.Ltd.,Executive Director,Japan,Cash Management,Business Development/Strategy,Managing Director/ Director / EVP,Broker/Dealer,41 to 50,Week-long Participant Pass without lunch,NORMAL,Capturing new payments transactions opportunities from developing trade corridors,10/14/15,10:15,10:09:46,14-Oct-15,Conference room 4,CR4,Payments
8746208,BBH,Vice President,Japan,Securities,Business Development/Strategy,Relationship Manager,Custodian,Prefer not to answer,Week-long Participant Pass with lunch,NORMAL,How to create and sustain a diverse talent pipeline,10/14/15,10:15,11:24:38,14-Oct-15,Conference room 3,CR3,Diversity
8746208,BBH,Vice President,Japan,Securities,Business Development/Strategy,Relationship Manager,Custodian,Prefer not to answer,Week-long Participant Pass with lunch,NORMAL,The future outlook of funds distribution in Asia,10/14/15,15:45,15:48:35,14-Oct-15,Workshop C,WSC,Securities
8767599,"Mizuho Bank, Ltd.",Senior Manager,Hong Kong,Cash Management,Product Management,Vice President/ Functional Head,Commercial Bank,41 to 50,Two Days Participant Pass without lunch,COMMUNITY,Market infrastructure integration - What remains to be done?,10/14/15,9:00,8:58:00,14-Oct-15,Conference room 5,CR5,Community
8767599,"Mizuho Bank, Ltd.",Senior Manager,Hong Kong,Cash Management,Product Management,Vice President/ Functional Head,Commercial Bank,41 to 50,Two Days Participant Pass without lunch,NORMAL,"Simplify sanctions compliance with SWIFT’s expanding shared services portfolio
",10/14/15,13:30,13:23:31,14-Oct-15,SWIFT Auditorium,SA,Compliance Forum
8767599,"Mizuho Bank, Ltd.",Senior Manager,Hong Kong,Cash Management,Product Management,Vice President/ Functional Head,Commercial Bank,41 to 50,Two Days Participant Pass without lunch,NORMAL,Treasury management practices in Asia: Which key models prevail in the region?,10/14/15,10:15,10:16:55,14-Oct-15,Conference room 1,CR1,Corporate Forum
8767599,"Mizuho Bank, Ltd.",Senior Manager,Hong Kong,Cash Management,Product Management,Vice President/ Functional Head,Commercial Bank,41 to 50,Two Days Participant Pass without lunch,NORMAL,Efficiency as a service (EaaS) – The SWIFT community cloud ,10/14/15,14:30,14:36:05,14-Oct-15,SWIFT Auditorium,SA,Corporate Forum
8681322,BCS Consulting,Managing Director,United Kingdom,Trade Services,Business Development/Strategy,Managing Director/ Director / EVP,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:22:29,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8836751,DANSKE BANK A/S,SC,Finland,Cash Management,Business Development/Strategy,Vice President/ Functional Head,Retail Bank,Prefer not to answer,Week-long Participant Pass with lunch,COMMUNITY,Real-time payment and digital banking: Nordic session,10/14/15,10:15,9:58:49,14-Oct-15,Conference room 5,CR5,Community
8836751,DANSKE BANK A/S,SC,Finland,Cash Management,Business Development/Strategy,Vice President/ Functional Head,Retail Bank,Prefer not to answer,Week-long Participant Pass with lunch,NORMAL,Corporate Forum Opening Address Day 1: Shaping the future of treasury and trade,10/14/15,8:30,8:47:56,14-Oct-15,Conference room 1,CR1,Corporate Forum
8836751,DANSKE BANK A/S,SC,Finland,Cash Management,Business Development/Strategy,Vice President/ Functional Head,Retail Bank,Prefer not to answer,Week-long Participant Pass with lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,13:51:14,14-Oct-15,Conference room 2,CR2,Innotribe
8729866,"Carlisle & Gallagher Consulting Group, an NTT Data Company",Emerging Payments Practice Lead,United States,Payments,Innovation,Managing Director/ Director / EVP,Software Vendor / Consultancy,41 to 50,Speaker Pass with lunch,NORMAL,Innotribe day opening,10/14/15,9:15,8:58:40,14-Oct-15,Innotribe,INN,Innotribe
8710492,Broadridge Financial Solutions,"SVP, Corporate Strategy",United Kingdom,Securities,Business Development/Strategy,Vice President/ Functional Head,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass without lunch,NORMAL,"Despite what you heard, colour does matter!",10/14/15,9:30,9:34:17,14-Oct-15,Conference room 3,CR3,Diversity
8710492,Broadridge Financial Solutions,"SVP, Corporate Strategy",United Kingdom,Securities,Business Development/Strategy,Vice President/ Functional Head,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass without lunch,NORMAL,How to create and sustain a diverse talent pipeline,10/14/15,10:15,11:11:08,14-Oct-15,Conference room 3,CR3,Diversity
8807158,Bottomline Technologies,Sales Manager,Switzerland,Payments,Sales,Account Manager,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass with lunch,COMMUNITY,Payments fraud: How to de-risk mission-critical business transactions ,10/14/15,15:30,15:30:23,14-Oct-15,Conference room 5,CR5,Community
8798082,Deloitte Touche Tohmatsu Limited ,Director,Hong Kong,Securities,Business Development/Strategy,Managing Director/ Director / EVP,Corporate,51 to 60,Week-long Participant Pass with lunch,NORMAL,Innotribe day opening,10/14/15,9:15,9:13:18,14-Oct-15,Innotribe,INN,Innotribe
8798082,Deloitte Touche Tohmatsu Limited ,Director,Hong Kong,Securities,Business Development/Strategy,Managing Director/ Director / EVP,Corporate,51 to 60,Week-long Participant Pass with lunch,NORMAL,Why banks need FinTech hubs,10/14/15,12:45,13:43:51,14-Oct-15,Innotribe,INN,Innotribe
8798082,Deloitte Touche Tohmatsu Limited ,Director,Hong Kong,Securities,Business Development/Strategy,Managing Director/ Director / EVP,Corporate,51 to 60,Week-long Participant Pass with lunch,NORMAL,Capturing new payments transactions opportunities from developing trade corridors,10/14/15,10:15,10:06:44,14-Oct-15,Conference room 4,CR4,Payments
8815411,KPMG,Partner,Hong Kong,Payments,Compliance officer / Risk Management,Managing Director/ Director / EVP,Corporate,41 to 50,One Day Participant Pass without lunch,NORMAL,Compliance back to the future ,10/14/15,10:15,11:28:29,14-Oct-15,Conference room 2,CR2,Compliance Forum
8840458,IBM,"Manager, Global Solution Center",United States,Payments,Innovation,Relationship Manager,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass without lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,14:51:57,14-Oct-15,Conference room 2,CR2,Innotribe
8706422,ASX OPERATIONS PTY LTD,"General Manager, Post Trade & Issuer Services",Australia,Trade Services,Customer Services,Departmental Manager,Exchange,41 to 50,Week-long Participant Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:31:06,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8706422,ASX OPERATIONS PTY LTD,"General Manager, Post Trade & Issuer Services",Australia,Trade Services,Customer Services,Departmental Manager,Exchange,41 to 50,Week-long Participant Pass with lunch,COMMUNITY,Thrive or die - Why not piggy back innovation on regulation?,10/14/15,9:00,9:13:12,14-Oct-15,Conference room 4,CR4,Community
8706422,ASX OPERATIONS PTY LTD,"General Manager, Post Trade & Issuer Services",Australia,Trade Services,Customer Services,Departmental Manager,Exchange,41 to 50,Week-long Participant Pass with lunch,NORMAL,"Despite what you heard, colour does matter!",10/14/15,9:30,9:30:11,14-Oct-15,Conference room 3,CR3,Diversity
8706422,ASX OPERATIONS PTY LTD,"General Manager, Post Trade & Issuer Services",Australia,Trade Services,Customer Services,Departmental Manager,Exchange,41 to 50,Week-long Participant Pass with lunch,NORMAL,How to create and sustain a diverse talent pipeline,10/14/15,10:15,10:59:47,14-Oct-15,Conference room 3,CR3,Diversity
8706422,ASX OPERATIONS PTY LTD,"General Manager, Post Trade & Issuer Services",Australia,Trade Services,Customer Services,Departmental Manager,Exchange,41 to 50,Week-long Participant Pass with lunch,NORMAL,Asset servicing: Issuer to investor automation,10/14/15,14:00,14:02:09,14-Oct-15,Workshop A,WSA,Securities
8718747,The Trade,,United Kingdom,Not selected,Not selected,Not selected,Not selected,Not selected,Conference Staff pass with lunch,NORMAL,SWIFT Institute meets the Compliance Forum ,10/14/15,8:00,8:11:25,14-Oct-15,Conference room 2,CR2,Compliance Forum
